no,table_name,direction,base,count,pps,dir_0_opackets,dir_0_ipackets,dir_1_opackets,dir_1_ipackets,dir_0_obytes,dir_0_ibytes,dir_1_obytes,dir_1_ibytes,dir_0_oerrors,dir_0_ierrors,dir_1_oerrors,dir_1_ierrors,lost_0,lost_1,elapsed
54,imix,both,0,1,2765486.726,82964419,66985159,82965172,63178386,33543070748,25042296204,30019553412,21234651056,0,0,0,0,19786033,15980013,40.00530982
55,imix,both,0,1,1382743.363,41482349,44939254,41482401,38291407,16771624564,18169242008,15009666816,13855096366,0,0,0,0,3190942,-3456853,30.01673794
56,imix,both,0,1,2074115.044,62224002,50241271,62223176,47331474,25157562376,18858922254,22514473454,15910134448,0,0,0,0,14892528,11981905,30.01583099
57,imix,both,0,1,2074115.044,62224002,50572369,62223176,47720846,25157562376,18895047814,22514473454,16033512068,0,0,0,0,14503156,11650807,30.34313989
58,imix,both,0,1,1728429.204,51853305,47828953,51852361,46032475,20964618334,18575154736,18761992200,16436319564,0,0,0,0,5820830,4023408,30.03049612
59,imix,both,0,1,1728429.204,51853305,47829133,51852361,46047409,20964618334,18578447816,18761992200,16439521162,0,0,0,0,5805896,4023228,30.028162
60,imix,both,0,1,1555586.283,46667257,48516993,46667622,43077448,18868001794,19452277214,16885870848,15586934568,0,0,0,0,3589809,-1849371,30.02196407
61,imix,both,0,1,1555586.283,46667257,48487487,46667622,43077448,18868001794,19439003424,16885870848,15586934568,0,0,0,0,3589809,-1819865,30.01494694
62,imix,both,0,1,1469164.823,44074577,47748100,44075186,40684203,17819742644,19304836576,15947777920,14720960758,0,0,0,0,3390374,-3672914,30.01984
63,imix,both,0,1,1512375.553,45370969,49152190,45371260,41880875,18343899102,19872623068,16416847376,15153970896,0,0,0,0,3490094,-3780930,30.02170897
64,imix,both,0,1,1533980.918,46019573,49102926,46019747,42479619,18606021138,19792046488,16651402274,15370491212,0,0,0,0,3539954,-3083179,30.02287912
65,imix,both,0,1,1533980.918,46019573,48982794,46019747,42479619,18606021138,19735501638,16651402274,15370491212,0,0,0,0,3539954,-2963047,30.02300501
66,imix,both,0,1,1523178.236,45695565,49308031,45695109,42180538,18475035498,19919596662,16534059344,15262285840,0,0,0,0,3515027,-3612922,30.01929212
67,imix,both,0,1,1523178.236,45695565,49320609,45695109,42180538,18475035498,19925808288,16534059344,15262285840,0,0,0,0,3515027,-3625500,30.01763201
68,imix,both,0,1,1517776.894,45533546,49327880,45533446,42030988,18409507826,19943547316,16475417980,15208149374,0,0,0,0,3502558,-3794434,30.01514387
69,imix,both,0,1,1520477.565,45614238,49331260,45614605,42105445,18442257374,19938476902,16504797442,15235225542,0,0,0,0,3508793,-3716655,30.02576184
70,imix,both,0,1,1520477.565,45614238,49363746,45614605,42105445,18442257374,19954557132,16504797442,15235225542,0,0,0,0,3508793,-3749141,30.01809907
71,imix,both,0,1,1519127.23,45573773,49346149,45573765,42068094,18425815088,19949833224,16490149128,15221628262,0,0,0,0,3505679,-3772384,30.02212405
72,imix,both,0,1,1519127.23,45573773,49371582,45573765,42068094,18425815088,19961351136,16490149128,15221628262,0,0,0,0,3505679,-3797817,30.02456117
73,imix,both,0,1,1519802.397,45594300,49349939,45593839,42087059,18434081074,19949907364,16497458010,15228451110,0,0,0,0,3507241,-3756100,30.02779698
74,imix,both,0,1,1519802.397,45594300,49381967,45593839,42087059,18434081074,19965398988,16497458010,15228451110,0,0,0,0,3507241,-3788128,30.02303314
75,imix,both,0,1,1519464.814,45583826,49382792,45584136,42077372,18429961860,19965803976,16493814502,15225068224,0,0,0,0,3506454,-3798656,30.02859592
76,imix,both,0,1,1519633.605,45589062,49363524,45588868,42082215,18432020636,19956534344,16495559070,15226758908,0,0,0,0,3506847,-3774656,30.01312089
77,imix,both,0,1,1519633.605,45589062,49286873,45588868,42082215,18432020636,19918894566,16495559070,15226758908,0,0,0,0,3506847,-3698005,30.0274868
78,udp64b,encap,0,1,8116883.117,0,59438252,243513384,0,0,7964725768,15584856576,0,0,0,0,0,0,184075132,30.01916099
79,udp64b,encap,0,1,8116883.117,0,59345284,243513384,0,0,7952268056,15584856576,0,0,0,0,0,0,184168100,30.01799417
80,udp64b,encap,0,1,4058441.558,0,58069892,121756692,0,0,7781365528,7792428288,0,0,0,0,0,0,63686800,30.02887893
81,udp64b,encap,0,1,4058441.558,0,58955136,121756692,0,0,7899988224,7792428288,0,0,0,0,0,0,62801556,30.01349187
82,udp64b,encap,0,1,2029220.779,0,58551144,60878346,0,0,7845853296,3896214144,0,0,0,0,0,0,2327202,30.01627803
83,udp64b,encap,0,1,2029220.779,0,58505060,60878346,0,0,7839678040,3896214144,0,0,0,0,0,0,2373286,30.01209784
84,udp64b,encap,0,1,1014610.39,0,30438275,30438275,0,0,4078728850,1948049600,0,0,0,0,0,0,0,30.02062798
85,udp64b,encap,0,1,1521915.584,0,45656737,45656737,0,0,6118002758,2922031168,0,0,0,0,0,0,0,30.01957798
86,udp64b,encap,0,1,1775568.182,0,53268160,53268160,0,0,7137933440,3409162240,0,0,0,0,0,0,0,30.02823997
87,udp64b,encap,0,1,1902394.481,0,57050125,57072818,0,0,7644716750,3652660352,0,0,0,0,0,0,22693,30.01983285
88,udp64b,encap,0,1,1902394.481,0,57072818,57072818,0,0,7647757612,3652660352,0,0,0,0,0,0,0,30.02662802
89,udp64b,encap,0,1,1965807.63,0,56356419,58973177,0,0,7551760146,3774283328,0,0,0,0,0,0,2616758,30.03199911
90,udp64b,encap,0,1,1965807.63,0,57244682,58973177,0,0,7670787388,3774283328,0,0,0,0,0,0,1728495,30.024333
91,udp64b,encap,0,1,1934101.055,0,57738801,58023764,0,0,7736999334,3713520896,0,0,0,0,0,0,284963,30.02547407
92,udp64b,encap,0,1,1934101.055,0,57629528,58023764,0,0,7722356752,3713520896,0,0,0,0,0,0,394236,30.02460718
93,udp64b,encap,0,1,1918247.768,0,57352854,57547575,0,0,7685282436,3683044800,0,0,0,0,0,0,194721,30.02089596
94,udp64b,encap,0,1,1918247.768,0,57233916,57547575,0,0,7669344744,3683044800,0,0,0,0,0,0,313659,30.0267241
95,udp64b,encap,0,1,1910321.124,0,57310806,57310806,0,0,7679648004,3667891584,0,0,0,0,0,0,0,30.0222919
96,udp64b,encap,0,1,1914284.446,0,57428946,57428946,0,0,7695478764,3675452544,0,0,0,0,0,0,0,30.02927995
97,udp64b,encap,0,1,1916266.107,0,57486596,57486596,0,0,7703203864,3679142144,0,0,0,0,0,0,0,30.02799606
98,udp64b,encap,0,1,1917256.937,0,57518674,57518674,0,0,7707502316,3681195136,0,0,0,0,0,0,0,30.02854705
99,udp64b,encap,0,1,1917752.353,0,57174675,57531515,0,0,7661406450,3682016960,0,0,0,0,0,0,356840,30.02254391
100,udp64b,encap,0,1,1917752.353,0,56025685,57531515,0,0,7507441790,3682016960,0,0,0,0,0,0,1505830,30.02398705
101,udp64b,decap,0,1,8116883.117,243513384,0,0,61899199,32630793456,0,0,3961548736,0,0,0,0,181614185,0,30.03154421
102,udp64b,decap,0,1,8116883.117,243513384,0,0,62826370,32630793456,0,0,4020887680,0,0,0,0,180687014,0,30.0250988
103,udp64b,decap,0,1,4058441.558,121756692,0,0,62674822,16315396728,0,0,4011188608,0,0,0,0,59081870,0,30.03185296
104,udp64b,decap,0,1,4058441.558,121756692,0,0,62064865,16315396728,0,0,3972151360,0,0,0,0,59691827,0,30.02979898
105,udp64b,decap,0,1,2029220.779,60878346,0,0,60878346,8157698364,0,0,3896214144,0,0,0,0,0,0,30.02633691
106,udp64b,decap,0,1,3043831.169,91317519,0,0,62184673,12236547546,0,0,3979819072,0,0,0,0,29132846,0,30.02361584
107,udp64b,decap,0,1,3043831.169,91317519,0,0,61963682,12236547546,0,0,3965675648,0,0,0,0,29353837,0,30.02305603
108,udp64b,decap,0,1,2536525.974,76095686,0,0,62694022,10196821924,0,0,4012417408,0,0,0,0,13401664,0,30.02274799
109,udp64b,decap,0,1,2536525.974,76095686,0,0,62725643,10196821924,0,0,4014441152,0,0,0,0,13370043,0,30.02281499
110,udp64b,decap,0,1,2282873.377,68486623,0,0,62732084,9177207482,0,0,4014853376,0,0,0,0,5754539,0,30.01605988
111,udp64b,decap,0,1,2282873.377,68486623,0,0,62013965,9177207482,0,0,3968893760,0,0,0,0,6472658,0,30.02231002
112,udp64b,decap,0,1,2156047.078,64683243,0,0,60893150,8667554562,0,0,3897161600,0,0,0,0,3790093,0,30.02533007
113,udp64b,decap,0,1,2156047.078,64683243,0,0,61991607,8667554562,0,0,3967462848,0,0,0,0,2691636,0,30.02462888
114,udp64b,decap,0,1,2092633.929,62780447,0,0,62161911,8412579898,0,0,3978362304,0,0,0,0,618536,0,30.02688193
115,udp64b,decap,0,1,2092633.929,62780447,0,0,62340771,8412579898,0,0,3989809344,0,0,0,0,439676,0,30.02434206
116,udp64b,decap,0,1,2060927.354,61827745,0,0,61827745,8284917830,0,0,3956975680,0,0,0,0,0,0,30.02864194
117,udp64b,decap,0,1,2076780.641,62302337,0,0,62302337,8348513158,0,0,3987349568,0,0,0,0,0,0,30.0303061
118,udp64b,decap,0,1,2084707.285,62540478,0,0,62540478,8380424052,0,0,4002590592,0,0,0,0,0,0,30.0192101
119,udp64b,decap,0,1,2088670.607,62658328,0,0,62658328,8396215952,0,0,4010132992,0,0,0,0,0,0,30.01891994
120,udp64b,decap,0,1,2090652.268,62719328,0,0,62714061,8404389952,0,0,4013699904,0,0,0,0,5267,0,30.012712
121,udp64b,decap,0,1,2090652.268,62719328,0,0,61134943,8404389952,0,0,3912636352,0,0,0,0,1584385,0,30.02667904
122,udp64b,decap,0,1,2089661.437,62688813,0,0,62239459,8400300942,0,0,3983325376,0,0,0,0,449354,0,30.02682805
123,udp64b,decap,0,1,2089661.437,62688813,0,0,62625567,8400300942,0,0,4008036288,0,0,0,0,63246,0,30.02134609
124,udp64b,decap,0,1,2089166.022,62673567,0,0,62673567,8398257978,0,0,4011108288,0,0,0,0,0,0,30.02554083
125,udp64b,both,0,1,8116883.117,243513384,74399575,243513384,79548164,32630793456,9969543050,15584856576,5091082496,0,0,0,0,163965220,169113809,40.00021291
126,udp64b,both,0,1,8116883.117,243513384,74389636,243513384,79519204,32630793456,9968211224,15584856576,5089229056,0,0,0,0,163994180,169123748,40.00071907
127,udp64b,both,0,1,4058441.558,121756692,55904896,121756692,59819719,16315396728,7491256064,7792428288,3828462016,0,0,0,0,61936973,65851796,30.01953316
128,udp64b,both,0,1,4058441.558,121756692,54986728,121756692,58894177,16315396728,7368221552,7792428288,3769227328,0,0,0,0,62862515,66769964,30.02483201
129,udp64b,both,0,1,2029220.779,60878346,55419528,60878346,59160280,8157698364,7426216752,3896214144,3786257920,0,0,0,0,1718066,5458818,30.01608014
130,udp64b,both,0,1,2029220.779,60878346,55329888,60878346,59158366,8157698364,7414204992,3896214144,3786135424,0,0,0,0,1719980,5548458,30.01244617
131,udp64b,both,0,1,1014610.39,30438275,30438275,30438275,30438275,4078728850,4078728850,1948049600,1948049600,0,0,0,0,0,0,30.02751708
132,udp64b,both,0,1,1521915.584,45656737,45656737,45656737,45656737,6118002758,6118002758,2922031168,2922031168,0,0,0,0,0,0,30.01060605
133,udp64b,both,0,1,1775568.182,53268160,53268160,53268160,53268160,7137933440,7137933440,3409162240,3409162240,0,0,0,0,0,0,30.01869106
134,udp64b,both,0,1,1902394.481,57072818,55403719,57072818,57072818,7647757612,7424098346,3652660352,3652660352,0,0,0,0,0,1669099,30.01803207
135,udp64b,both,0,1,1902394.481,57072818,55447189,57072818,57072818,7647757612,7429923326,3652660352,3652660352,0,0,0,0,0,1625629,30.02471209
136,udp64b,both,0,1,1838981.331,55169780,54370394,55169780,55122227,7392750520,7285632796,3530865920,3527822528,0,0,0,0,47553,799386,30.02662802
137,udp64b,both,0,1,1838981.331,55169780,54682906,55169780,55169780,7392750520,7327509404,3530865920,3530865920,0,0,0,0,0,486874,30.02436686
138,udp64b,both,0,1,1807274.756,54217976,54217976,54217976,54217976,7265208784,7265208784,3469950464,3469950464,0,0,0,0,0,0,30.02996683
139,udp64b,both,0,1,1823128.044,54692639,54692639,54692639,54692639,7328813626,7328813626,3500328896,3500328896,0,0,0,0,0,0,30.02301908
140,udp64b,both,0,1,1831054.688,54931637,54931637,54931637,54931637,7360839358,7360839358,3515624768,3515624768,0,0,0,0,0,0,30.02130198
141,udp64b,both,0,1,1835018.009,55051921,54539854,55051921,55051921,7376957414,7308340436,3523322944,3523322944,0,0,0,0,0,512067,30.0338819
142,udp64b,both,0,1,1835018.009,55051921,55051921,55051921,55051921,7376957414,7376957414,3523322944,3523322944,0,0,0,0,0,0,30.02819204
143,udp64b,both,0,1,1836999.67,55110787,55110787,55110787,55110787,7384845458,7384845458,3527090368,3527090368,0,0,0,0,0,0,30.02286601
144,udp64b,both,0,1,1837990.501,55140267,55140267,55140267,55140267,7388795778,7388795778,3528977088,3528977088,0,0,0,0,0,0,30.0184691
145,udp64b,both,0,1,1838485.916,55155020,55155020,55155020,55155020,7390772680,7390772680,3529921280,3529921280,0,0,0,0,0,0,30.02812314
146,udp128b,encap,0,1,5733944.954,0,58381376,172028063,0,0,11559512448,22019592064,0,0,0,0,0,0,113646687,30.02830601
147,udp128b,encap,0,1,5733944.954,0,57301283,172028063,0,0,11345654034,22019592064,0,0,0,0,0,0,114726780,30.02567315
148,udp128b,encap,0,1,2866972.477,0,57775608,86006855,0,0,11439570384,11008877440,0,0,0,0,0,0,28231247,30.02684999
149,udp128b,encap,0,1,2866972.477,0,57811140,86006855,0,0,11446605720,11008877440,0,0,0,0,0,0,28195715,30.02039981
150,udp128b,encap,0,1,1433486.239,0,43005222,43005222,0,0,8515033956,5504668416,0,0,0,0,0,0,0,30.01813602
151,udp128b,encap,0,1,2150229.358,0,57130414,64505141,0,0,11311821972,8256658048,0,0,0,0,0,0,7374727,30.03197002
152,udp128b,encap,0,1,2150229.358,0,58220778,64505141,0,0,11527714044,8256658048,0,0,0,0,0,0,6284363,30.02127194
153,udp128b,encap,0,1,1791857.798,0,53757088,53757088,0,0,10643903424,6880907264,0,0,0,0,0,0,0,30.02712083
154,udp128b,encap,0,1,1971043.578,0,58510326,59132180,0,0,11585044548,7568919040,0,0,0,0,0,0,621854,30.02662992
155,udp128b,encap,0,1,1971043.578,0,57322308,59132180,0,0,11349816984,7568919040,0,0,0,0,0,0,1809872,30.02048302
156,udp128b,encap,0,1,1881450.688,0,56444648,56444648,0,0,11176040304,7224914944,0,0,0,0,0,0,0,30.01777601
157,udp128b,encap,0,1,1926247.133,0,57786308,57786308,0,0,11441688984,7396647424,0,0,0,0,0,0,0,30.02600384
158,udp128b,encap,0,1,1948645.356,0,57788140,58458127,0,0,11442051720,7482640256,0,0,0,0,0,0,669987,30.02500391
159,udp128b,encap,0,1,1948645.356,0,58416746,58458127,0,0,11566515708,7482640256,0,0,0,0,0,0,41381,30.03280616
160,udp128b,encap,0,1,1937446.244,0,58121915,58121915,0,0,11508139170,7439605120,0,0,0,0,0,0,0,30.01815701
161,udp128b,encap,0,1,1943045.8,0,58292833,58292833,0,0,11541980934,7461482624,0,0,0,0,0,0,0,30.03366303
162,udp128b,encap,0,1,1945845.578,0,57905453,58375363,0,0,11465279694,7472046464,0,0,0,0,0,0,469910,30.02591085
163,udp128b,encap,0,1,1945845.578,0,57540911,58375363,0,0,11393100378,7472046464,0,0,0,0,0,0,834452,30.02814794
164,udp128b,encap,0,1,1944445.689,0,57585993,58332418,0,0,11402026614,7466549504,0,0,0,0,0,0,746425,30.01952505
165,udp128b,encap,0,1,1944445.689,0,57767850,58332418,0,0,11438034300,7466549504,0,0,0,0,0,0,564568,30.02774405
166,udp128b,encap,0,1,1943745.744,0,57553595,58312619,0,0,11395611810,7464015232,0,0,0,0,0,0,759024,30.02205896
167,udp128b,encap,0,1,1943745.744,0,57759534,58312619,0,0,11436387732,7464015232,0,0,0,0,0,0,553085,30.02425313
168,udp128b,encap,0,1,1943395.772,0,57693911,58302724,0,0,11423394378,7462748672,0,0,0,0,0,0,608813,30.02353787
169,udp128b,encap,0,1,1943395.772,0,58115902,58302724,0,0,11506948596,7462748672,0,0,0,0,0,0,186822,30.03148699
170,udp128b,decap,0,1,5733944.954,172028063,0,0,62309100,34061556474,0,0,7975564800,0,0,0,0,109718963,0,30.0180099
171,udp128b,decap,0,1,5733944.954,172028063,0,0,62356008,34061556474,0,0,7981569024,0,0,0,0,109672055,0,30.02489305
172,udp128b,decap,0,1,2866972.477,86006855,0,0,62516075,17029357290,0,0,8002057600,0,0,0,0,23490780,0,30.02886081
173,udp128b,decap,0,1,2866972.477,86006855,0,0,62519529,17029357290,0,0,8002499712,0,0,0,0,23487326,0,30.02499199
174,udp128b,decap,0,1,1433486.239,43005222,0,0,43005222,8515033956,0,0,5504668416,0,0,0,0,0,0,30.02676892
175,udp128b,decap,0,1,2150229.358,64505141,0,0,62297238,12772017918,0,0,7974046464,0,0,0,0,2207903,0,30.02886796
176,udp128b,decap,0,1,2150229.358,64505141,0,0,62364292,12772017918,0,0,7982629376,0,0,0,0,2140849,0,30.021492
177,udp128b,decap,0,1,1791857.798,53757088,0,0,53757088,10643903424,0,0,6880907264,0,0,0,0,0,0,30.02495193
178,udp128b,decap,0,1,1971043.578,59132180,0,0,59132180,11708171640,0,0,7568919040,0,0,0,0,0,0,30.02458
179,udp128b,decap,0,1,2060636.468,61820329,0,0,60625960,12240425142,0,0,7760122880,0,0,0,0,1194369,0,30.02818608
180,udp128b,decap,0,1,2060636.468,61820329,0,0,61812426,12240425142,0,0,7911990528,0,0,0,0,7903,0,30.02049494
181,udp128b,decap,0,1,2015840.023,60474753,0,0,60474753,11974001094,0,0,7740768384,0,0,0,0,0,0,30.02623391
182,udp128b,decap,0,1,2038238.245,61145578,0,0,61145578,12106824444,0,0,7826633984,0,0,0,0,0,0,30.02254319
183,udp128b,decap,0,1,2049437.357,61484769,0,0,60519784,12173984262,0,0,7746532352,0,0,0,0,964985,0,30.02462721
184,udp128b,decap,0,1,2049437.357,61484769,0,0,61484769,12173984262,0,0,7870050432,0,0,0,0,0,0,30.01763487
185,udp128b,decap,0,1,2055036.912,61650249,0,0,60462890,12206749302,0,0,7739249920,0,0,0,0,1187359,0,30.020365
186,udp128b,decap,0,1,2055036.912,61650249,0,0,61646592,12206749302,0,0,7890763776,0,0,0,0,3657,0,30.02261209
187,udp128b,decap,0,1,2052237.134,61565559,0,0,61565559,12189980682,0,0,7880391552,0,0,0,0,0,0,30.02610779
188,udp128b,decap,0,1,2053637.023,61609716,0,0,61609716,12198723768,0,0,7886043648,0,0,0,0,0,0,30.02450013
189,udp128b,decap,0,1,2054336.968,61631818,0,0,61631818,12203099964,0,0,7888872704,0,0,0,0,0,0,30.02867389
190,udp128b,decap,0,1,2054686.94,61639189,0,0,61506590,12204559422,0,0,7872843520,0,0,0,0,132599,0,30.02771401
191,udp128b,decap,0,1,2054686.94,61639189,0,0,60620207,12204559422,0,0,7759386496,0,0,0,0,1018982,0,30.0222981
192,udp128b,both,0,1,5733944.954,172028063,70507765,172028063,75938764,34061556474,13960537470,22019592064,9720161792,0,0,0,0,96089299,101520298,39.46837997
193,udp128b,both,0,1,5733944.954,172028063,71001988,172028063,76558162,34061556474,14058393624,22019592064,9799444736,0,0,0,0,95469901,101026075,39.46421218
194,udp128b,both,0,1,2866972.477,86006855,54121188,86006855,58215288,17029357290,10715995224,11008877440,7451556864,0,0,0,0,27791567,31885667,30.02764297
195,udp128b,both,0,1,2866972.477,86006855,53998552,86006855,58053803,17029357290,10691713296,11008877440,7430886784,0,0,0,0,27953052,32008303,30.01733589
196,udp128b,both,0,1,1433486.239,43005222,43005222,43005222,43005222,8515033956,8515033956,5504668416,5504668416,0,0,0,0,0,0,30.0235889
197,udp128b,both,0,1,2150229.358,64505141,53970740,64505141,58185546,12772017918,10686206520,8256658048,7447749888,0,0,0,0,6319595,10534401,30.03444314
198,udp128b,both,0,1,2150229.358,64505141,54066144,64505141,58124122,12772017918,10705096512,8256658048,7439887616,0,0,0,0,6381019,10438997,30.02547717
199,udp128b,both,0,1,1791857.798,53757088,53757088,53757088,53757088,10643903424,10643903424,6880907264,6880907264,0,0,0,0,0,0,30.02364898
200,udp128b,both,0,1,1971043.578,59132180,54156729,59132180,58042691,11708171640,10723032342,7568919040,7429464448,0,0,0,0,1089489,4975451,30.01949286
201,udp128b,both,0,1,1971043.578,59132180,54072485,59132180,58226852,11708171640,10706352030,7568919040,7453037056,0,0,0,0,905328,5059695,30.00803208
202,udp128b,both,0,1,1881450.688,56444648,53714691,56444648,56444648,11176040304,10635508818,7224914944,7224914944,0,0,0,0,0,2729957,30.0210309
