no,table_name,direction,base,count,pps,dir_0_opackets,dir_0_ipackets,dir_1_opackets,dir_1_ipackets,dir_0_obytes,dir_0_ibytes,dir_1_obytes,dir_1_ibytes,dir_0_oerrors,dir_0_ierrors,dir_1_oerrors,dir_1_ierrors,lost_0,lost_1,elapsed,,,,,,,
351,udp512b,both,0,1,519102.99,15573055,13291506,15573055,15573055,9063518010,7735656492,7973404160,7973404160,0,0,0,0,0,2281549,30.0222311,,,,,,,
352,udp512b,both,0,1,259551.495,7786528,7786528,7786528,7786528,4531759296,4531759296,3986702336,3986702336,0,0,0,0,0,0,30.02274203,,,,,,,
353,udp512b,both,0,1,389327.2425,11679802,11679802,11679802,11679802,6797644764,6797644764,5980058624,5980058624,0,0,0,0,0,0,30.03484702,,,,,,,
354,udp512b,both,0,1,454215.1163,13626436,13528118,13626436,13626436,7930585752,7873364676,6976735232,6976735232,0,0,0,0,0,98318,30.02779198,,,,,,,
355,udp512b,both,0,1,454215.1163,13626436,13462830,13626436,13626436,7930585752,7835367060,6976735232,6976735232,0,0,0,0,0,163606,30.01795602,,,,,,,
356,udp512b,both,0,1,421771.1794,12653113,12653113,12653113,12653113,7364111766,7364111766,6478393856,6478393856,0,0,0,0,0,0,30.02500391,,,,,,,
357,udp512b,both,0,1,437993.1478,13139773,13139773,13139773,13139773,7647347886,7647347886,6727563776,6727563776,0,0,0,0,0,0,30.02199388,,,,,,,
358,udp512b,both,0,1,446104.1321,13383131,13378120,13383131,13383131,7788982242,7786065840,6852163072,6852163072,0,0,0,0,0,5011,30.027493,,,,,,,
359,udp512b,both,0,1,446104.1321,13383131,13383131,13383131,13383131,7788982242,7788982242,6852163072,6852163072,0,0,0,0,0,0,30.02436495,,,,,,,
360,udp512b,both,0,1,450159.6242,13504771,13489828,13504771,13504771,7859776722,7851079896,6914442752,6914442752,0,0,0,0,0,14943,30.02695298,,,,,,,
361,udp512b,both,0,1,450159.6242,13504771,13496860,13504771,13504771,7859776722,7855172520,6914442752,6914442752,0,0,0,0,0,7911,30.02624989,,,,,,,
362,udp512b,both,0,1,448131.8781,13443917,13433325,13443917,13443917,7824359694,7818195150,6883285504,6883285504,0,0,0,0,0,10592,30.02464199,,,,,,,
363,udp512b,both,0,1,448131.8781,13443917,13420426,13443917,13443917,7824359694,7810687932,6883285504,6883285504,0,0,0,0,0,23491,30.0192399,,,,,,,
364,udp512b,both,0,1,447118.0051,13413521,13409691,13413521,13413521,7806669222,7804440162,6867722752,6867722752,0,0,0,0,0,3830,30.03379607,,,,,,,
365,udp512b,both,0,1,447118.0051,13413521,13406057,13413521,13413521,7806669222,7802325174,6867722752,6867722752,0,0,0,0,0,7464,30.018363,,,,,,,
366,udp512b,both,0,1,446611.0686,13398309,13392680,13398309,13398309,7797815838,7794539760,6859934208,6859934208,0,0,0,0,0,5629,30.03052092,,,,,,,
367,udp512b,both,0,1,446611.0686,13398309,13397683,13398309,13398309,7797815838,7797451506,6859934208,6859934208,0,0,0,0,0,626,30.01893806,,,,,,,
368,udp512b,both,0,1,446357.6003,13390694,13390671,13390694,13390694,7793383908,7793370522,6856035328,6856035328,0,0,0,0,0,23,30.023175,,,,,,,
369,udp512b,both,0,1,446357.6003,13390694,13389348,13390694,13390694,7793383908,7792600536,6856035328,6856035328,0,0,0,0,0,1346,30.02622199,,,,,,,
370,udp512b,both,0,1,446230.8662,13386912,13375066,13386912,13386912,7791182784,7784288412,6854098944,6854098944,0,0,0,0,0,11846,30.01715398,,,,,,,
371,udp512b,both,0,1,446230.8662,13386912,13385058,13386912,13386912,7791182784,7790103756,6854098944,6854098944,0,0,0,0,0,1854,30.02844095,,,,,,,
372,udp1024b,encap,0,1,1122082.585,0,16123076,33662367,0,0,17638645144,34470263808,0,0,0,0,0,0,17539291,30.02761006,,,,,,,
373,udp1024b,encap,0,1,1122082.585,0,16340049,33662367,0,0,17876013606,34470263808,0,0,0,0,0,0,17322318,30.02127218,,,,,,,
374,udp1024b,encap,0,1,561041.2926,0,16032548,16831252,0,0,17539607512,17235202048,0,0,0,0,0,0,798704,30.02547193,,,,,,,
375,udp1024b,encap,0,1,561041.2926,0,16355879,16831252,0,0,17893331626,17235202048,0,0,0,0,0,0,475373,30.0253439,,,,,,,
376,udp1024b,encap,0,1,280520.6463,0,8415592,8415592,0,0,9206657648,8617566208,0,0,0,0,0,0,0,30.02243114,,,,,,,
377,udp1024b,encap,0,1,420780.9695,0,12623401,12623401,0,0,13810000694,12926362624,0,0,0,0,0,0,0,30.02365303,,,,,,,
378,udp1024b,encap,0,1,490911.1311,0,14727338,14727338,0,0,16111707772,15080794112,0,0,0,0,0,0,0,30.02530885,,,,,,,
379,udp1024b,encap,0,1,525976.2118,0,15779263,15779263,0,0,17262513722,16157965312,0,0,0,0,0,0,0,30.02015686,,,,,,,
380,udp1024b,encap,0,1,543508.7522,0,16203047,16305230,0,0,17726133418,16696555520,0,0,0,0,0,0,102183,30.02351093,,,,,,,
381,udp1024b,encap,0,1,543508.7522,0,16190932,16305230,0,0,17712879608,16696555520,0,0,0,0,0,0,114298,30.02236104,,,,,,,
382,udp1024b,encap,0,1,534742.482,0,16042272,16042272,0,0,17550245568,16427286528,0,0,0,0,0,0,0,30.02250695,,,,,,,
383,udp1024b,encap,0,1,539125.6171,0,16173729,16173729,0,0,17694059526,16561898496,0,0,0,0,0,0,0,30.01378393,,,,,,,
384,udp1024b,encap,0,1,541317.1847,0,16194486,16239533,0,0,17716767684,16629281792,0,0,0,0,0,0,45047,30.01823783,,,,,,,
385,udp1024b,encap,0,1,541317.1847,0,16201766,16239533,0,0,17724732004,16629281792,0,0,0,0,0,0,37767,30.01752806,,,,,,,
386,udp1024b,encap,0,1,540221.4009,0,16206292,16206660,0,0,17729683448,16595619840,0,0,0,0,0,0,368,30.02100897,,,,,,,
387,udp1024b,encap,0,1,540221.4009,0,16128135,16206660,0,0,17644179690,16595619840,0,0,0,0,0,0,78525,30.02125096,,,,,,,
388,udp1024b,encap,0,1,539673.509,0,16189700,16190178,0,0,17711531800,16578742272,0,0,0,0,0,0,478,30.02185416,,,,,,,
389,udp1024b,encap,0,1,539673.509,0,16190178,16190178,0,0,17712054732,16578742272,0,0,0,0,0,0,0,30.02046108,,,,,,,
390,udp1024b,encap,0,1,539947.455,0,16198383,16198383,0,0,17721031002,16587144192,0,0,0,0,0,0,0,30.03406715,,,,,,,
391,udp1024b,encap,0,1,540084.4279,0,16200161,16202520,0,0,17722976134,16591380480,0,0,0,0,0,0,2359,30.02192807,,,,,,,
392,udp1024b,encap,0,1,540084.4279,0,16200939,16202520,0,0,17723827266,16591380480,0,0,0,0,0,0,1581,30.03005791,,,,,,,
393,udp1024b,encap,0,1,540015.9415,0,16143747,16200419,0,0,17661259218,16589229056,0,0,0,0,0,0,56672,30.01750803,,,,,,,
394,udp1024b,encap,0,1,540015.9415,0,16200107,16200419,0,0,17722917058,16589229056,0,0,0,0,0,0,312,30.02278399,,,,,,,
395,udp1024b,decap,0,1,1122082.585,33662367,0,0,20593420,36826629498,0,0,21087662080,0,0,0,0,13068947,0,30.02539897,,,,,,,
396,udp1024b,decap,0,1,1122082.585,33662367,0,0,20742214,36826629498,0,0,21240027136,0,0,0,0,12920153,0,30.02460814,,,,,,,
397,udp1024b,decap,0,1,561041.2926,16831252,0,0,16831252,18413389688,0,0,17235202048,0,0,0,0,0,0,30.02352285,,,,,,,
398,udp1024b,decap,0,1,841561.939,25246878,0,0,20674244,27620084532,0,0,21170425856,0,0,0,0,4572634,0,30.02676201,,,,,,,
399,udp1024b,decap,0,1,841561.939,25246878,0,0,20625412,27620084532,0,0,21120421888,0,0,0,0,4621466,0,30.01793599,,,,,,,
400,udp1024b,decap,0,1,701301.6158,21039044,0,0,20757137,23016714136,0,0,21255308288,0,0,0,0,281907,0,30.01838899,,,,,,,
401,udp1024b,decap,0,1,701301.6158,21039044,0,0,20618581,23016714136,0,0,21113426944,0,0,0,0,420463,0,30.02868581,,,,,,,
402,udp1024b,decap,0,1,631171.4542,18935159,0,0,18934992,20715063946,0,0,19389431808,0,0,0,0,167,0,30.01567292,,,,,,,
403,udp1024b,decap,0,1,631171.4542,18935159,0,0,18935159,20715063946,0,0,19389602816,0,0,0,0,0,0,30.01362205,,,,,,,
404,udp1024b,decap,0,1,666236.535,19987051,0,0,19986768,21865833794,0,0,20466450432,0,0,0,0,283,0,30.01734018,,,,,,,
405,udp1024b,decap,0,1,666236.535,19987051,0,0,19984547,21865833794,0,0,20464176128,0,0,0,0,2504,0,30.03147912,,,,,,,
406,udp1024b,decap,0,1,648703.9946,19461118,0,0,19460129,21290463092,0,0,19927172096,0,0,0,0,989,0,30.02541113,,,,,,,
407,udp1024b,decap,0,1,648703.9946,19461118,0,0,19460416,21290463092,0,0,19927465984,0,0,0,0,702,0,30.02058411,,,,,,,
408,udp1024b,decap,0,1,639937.7244,19198066,0,0,19197720,21002684204,0,0,19658465280,0,0,0,0,346,0,30.02599287,,,,,,,
409,udp1024b,decap,0,1,639937.7244,19198066,0,0,19198066,21002684204,0,0,19658819584,0,0,0,0,0,0,30.01863885,,,,,,,
410,udp1024b,decap,0,1,644320.8595,19329558,0,0,19329558,21146536452,0,0,19793467392,0,0,0,0,0,0,30.02227807,,,,,,,
411,udp1024b,decap,0,1,646512.4271,19395389,0,0,19395033,21218555566,0,0,19860513792,0,0,0,0,356,0,30.02182579,,,,,,,
412,udp1024b,decap,0,1,646512.4271,19395389,0,0,19395389,21218555566,0,0,19860878336,0,0,0,0,0,0,30.02424908,,,,,,,
413,udp1024b,decap,0,1,647608.2108,19428198,0,0,19428198,21254448612,0,0,19894474752,0,0,0,0,0,0,30.02250981,,,,,,,
414,udp1024b,decap,0,1,648156.1027,19444690,0,0,19443070,21272490860,0,0,19909703680,0,0,0,0,1620,0,30.01857781,,,,,,,
415,udp1024b,decap,0,1,648156.1027,19444690,0,0,19444690,21272490860,0,0,19911362560,0,0,0,0,0,0,30.0161562,,,,,,,
416,udp1024b,decap,0,1,648430.0487,19452855,0,0,19452855,21281423370,0,0,19919723520,0,0,0,0,0,0,30.02513194,,,,,,,
417,udp1024b,decap,0,1,648567.0216,19456985,0,0,19456325,21285941590,0,0,19923276800,0,0,0,0,660,0,30.02033496,,,,,,,
418,udp1024b,decap,0,1,648567.0216,19456985,0,0,19456985,21285941590,0,0,19923952640,0,0,0,0,0,0,30.02169085,,,,,,,
419,udp1024b,decap,0,1,648635.5081,19459006,0,0,19459006,21288152564,0,0,19926022144,0,0,0,0,0,0,30.0197742,,,,,,,
420,udp1024b,both,0,1,1122082.585,33662367,18259505,33662367,24304149,36826629498,19975898470,34470263808,24887448576,0,0,0,0,9358218,15402862,42.57473087,,,,,,,
421,udp1024b,both,0,1,1122082.585,33662367,18260888,33662367,24331511,36826629498,19977411472,34470263808,24915467264,0,0,0,0,9330856,15401479,42.56880999,,,,,,,
422,udp1024b,both,0,1,561041.2926,16831252,12897151,16831252,16831252,18413389688,14109483194,17235202048,17235202048,0,0,0,0,0,3934101,30.02650595,,,,,,,
423,udp1024b,both,0,1,561041.2926,16831252,12851849,16831252,16814616,18413389688,14059922806,17235202048,17218166784,0,0,0,0,16636,3979403,30.025491,,,,,,,
424,udp1024b,both,0,1,280520.6463,8415592,8415592,8415592,8415592,9206657648,9206657648,8617566208,8617566208,0,0,0,0,0,0,30.01636696,,,,,,,
425,udp1024b,both,0,1,420780.9695,12623401,12623401,12623401,12623401,13810000694,13810000694,12926362624,12926362624,0,0,0,0,0,0,30.02734208,,,,,,,
426,udp1024b,both,0,1,490911.1311,14727338,13480822,14727338,14727338,16111707772,14748019268,15080794112,15080794112,0,0,0,0,0,1246516,30.02619505,,,,,,,
427,udp1024b,both,0,1,490911.1311,14727338,13246196,14727338,14727338,16111707772,14491338424,15080794112,15080794112,0,0,0,0,0,1481142,30.01929092,,,,,,,
428,udp1024b,both,0,1,455846.0503,13675382,13526705,13675382,13675382,14960867908,14798215270,14003591168,14003591168,0,0,0,0,0,148677,30.02311111,,,,,,,
429,udp1024b,both,0,1,455846.0503,13675382,13514540,13675382,13675382,14960867908,14784906760,14003591168,14003591168,0,0,0,0,0,160842,30.0265429,,,,,,,
430,udp1024b,both,0,1,438313.5099,13149411,13148038,13149411,13149411,14385455634,14383953572,13464996864,13464996864,0,0,0,0,0,1373,30.02626801,,,,,,,
431,udp1024b,both,0,1,438313.5099,13149411,13149411,13149411,13149411,14385455634,14385455634,13464996864,13464996864,0,0,0,0,0,0,30.02149606,,,,,,,
432,udp1024b,both,0,1,447079.7801,13412386,13409955,13412386,13412386,14673150284,14670490770,13734283264,13734283264,0,0,0,0,0,2431,30.02591801,,,,,,,
433,udp1024b,both,0,1,447079.7801,13412386,13373950,13412386,13412386,14673150284,14631101300,13734283264,13734283264,0,0,0,0,0,38436,30.02746511,,,,,,,
434,udp1024b,both,0,1,442696.645,13280880,13272808,13280880,13280880,14529282720,14520451952,13599621120,13599621120,0,0,0,0,0,8072,30.02560401,,,,,,,
435,udp1024b,both,0,1,442696.645,13280880,13280224,13280880,13280880,14529282720,14528565056,13599621120,13599621120,0,0,0,0,0,656,30.01742101,,,,,,,
436,udp1024b,both,0,1,440505.0774,13215157,13215157,13215157,13215157,14457381758,14457381758,13532320768,13532320768,0,0,0,0,0,0,30.02136207,,,,,,,
437,udp1024b,both,0,1,441600.8612,13247980,13245612,13247980,13247980,14493290120,14490699528,13565931520,13565931520,0,0,0,0,0,2368,30.02736592,,,,,,,
438,udp1024b,both,0,1,441600.8612,13247980,13237781,13247980,13247980,14493290120,14482132414,13565931520,13565931520,0,0,0,0,0,10199,30.02301097,,,,,,,
439,udp1024b,both,0,1,441052.9693,13231569,13230972,13231569,13231569,14475336486,14474683368,13549126656,13549126656,0,0,0,0,0,597,30.02291608,,,,,,,
440,udp1024b,both,0,1,441052.9693,13231569,13231569,13231569,13231569,14475336486,14475336486,13549126656,13549126656,0,0,0,0,0,0,30.03131795,,,,,,,
441,udp1024b,both,0,1,441326.9153,13239770,13239770,13239770,13239770,14484308380,14484308380,13557524480,13557524480,0,0,0,0,0,0,30.01766205,,,,,,,
442,udp1024b,both,0,1,441463.8882,13243895,13242153,13243895,13243895,14488821130,14486915382,13561748480,13561748480,0,0,0,0,0,1742,30.01880097,,,,,,,
443,udp1024b,both,0,1,441463.8882,13243895,13243827,13243895,13243895,14488821130,14488746738,13561748480,13561748480,0,0,0,0,0,68,30.02598,,,,,,,
444,udp1024b,both,0,1,441395.4017,13241853,13241385,13241853,13241853,14486587182,14486075190,13559657472,13559657472,0,0,0,0,0,468,30.03133011,,,,,,,
445,udp1024b,both,0,1,441395.4017,13241853,13241853,13241853,13241853,14486587182,14486587182,13559657472,13559657472,0,0,0,0,0,0,30.01868296,,,,,,,
446,udp1280b,encap,0,1,912408.7591,0,16274903,27372280,0,0,21971119050,35036518400,0,0,0,0,0,0,11097377,30.02023983,,,,,,,
447,udp1280b,encap,0,1,912408.7591,0,16343227,27372280,0,0,22063356450,35036518400,0,0,0,0,0,0,11029053,30.03679085,,,,,,,
448,udp1280b,encap,0,1,456204.3796,0,13686140,13686140,0,0,18476289000,17518259200,0,0,0,0,0,0,0,30.02131605,,,,,,,
449,udp1280b,encap,0,1,684306.5693,0,16269228,20529210,0,0,21963457800,26277388800,0,0,0,0,0,0,4259982,30.01943398,,,,,,,
450,udp1280b,encap,0,1,684306.5693,0,16332117,20529210,0,0,22048357950,26277388800,0,0,0,0,0,0,4197093,30.02419806,,,,,,,
451,udp1280b,encap,0,1,570255.4745,0,16272608,17107661,0,0,21968020800,21897806080,0,0,0,0,0,0,835053,30.02475595,,,,,,,
452,udp1280b,encap,0,1,570255.4745,0,16348535,17107661,0,0,22070522250,21897806080,0,0,0,0,0,0,759126,30.01975989,,,,,,,
453,udp1280b,encap,0,1,513229.927,0,15396850,15396850,0,0,20785747500,19707968000,0,0,0,0,0,0,0,30.02191806,,,,,,,
454,udp1280b,encap,0,1,541742.7007,0,16117407,16252271,0,0,21758499450,20802906880,0,0,0,0,0,0,134864,30.02337694,,,,,,,
455,udp1280b,encap,0,1,541742.7007,0,16163674,16252271,0,0,21820959900,20802906880,0,0,0,0,0,0,88597,30.02867007,,,,,,,
456,udp1280b,encap,0,1,527486.3139,0,15824562,15824562,0,0,21363158700,20255439360,0,0,0,0,0,0,0,30.02453399,,,,,,,
457,udp1280b,encap,0,1,534614.5073,0,16036352,16038403,0,0,21649075200,20529155840,0,0,0,0,0,0,2051,30.02266383,,,,,,,
458,udp1280b,encap,0,1,534614.5073,0,16038155,16038403,0,0,21651509250,20529155840,0,0,0,0,0,0,248,30.02010298,,,,,,,
459,udp1280b,encap,0,1,531050.4106,0,15931388,15931504,0,0,21507373800,20392325120,0,0,0,0,0,0,116,30.02381682,,,,,,,
460,udp1280b,encap,0,1,531050.4106,0,15931223,15931504,0,0,21507151050,20392325120,0,0,0,0,0,0,281,30.02627587,,,,,,,
461,udp1280b,encap,0,1,529268.3622,0,15878067,15878067,0,0,21435390450,20323925760,0,0,0,0,0,0,0,30.02553701,,,,,,,
462,udp1280b,encap,0,1,530159.3864,0,15904766,15904771,0,0,21471434100,20358106880,0,0,0,0,0,0,5,30.02264094,,,,,,,
463,udp1280b,encap,0,1,530159.3864,0,15904341,15904771,0,0,21470860350,20358106880,0,0,0,0,0,0,430,30.01841402,,,,,,,
464,udp1280b,encap,0,1,529713.8743,0,15891265,15891408,0,0,21453207750,20341002240,0,0,0,0,0,0,143,30.01596212,,,,,,,
465,udp1280b,encap,0,1,529713.8743,0,15891408,15891408,0,0,21453400800,20341002240,0,0,0,0,0,0,0,30.01478815,,,,,,,
466,udp1280b,encap,0,1,529936.6304,0,15898027,15898087,0,0,21462336450,20349551360,0,0,0,0,0,0,60,30.02705908,,,,,,,
467,udp1280b,encap,0,1,529936.6304,0,15898031,15898087,0,0,21462341850,20349551360,0,0,0,0,0,0,56,30.01801085,,,,,,,
468,udp1280b,encap,0,1,529825.2523,0,15894777,15894777,0,0,21457948950,20345314560,0,0,0,0,0,0,0,30.02298498,,,,,,,
469,udp1280b,encap,0,1,529880.9413,0,15896370,15896370,0,0,21460099500,20347353600,0,0,0,0,0,0,0,30.02738404,,,,,,,
470,udp1280b,decap,0,1,912408.7591,27372280,0,0,20605484,36952578000,0,0,26375019520,0,0,0,0,6766796,0,30.02395606,,,,,,,
471,udp1280b,decap,0,1,912408.7591,27372280,0,0,20713015,36952578000,0,0,26512659200,0,0,0,0,6659265,0,30.02364683,,,,,,,
472,udp1280b,decap,0,1,456204.3796,13686140,0,0,13686140,18476289000,0,0,17518259200,0,0,0,0,0,0,30.01930499,,,,,,,
473,udp1280b,decap,0,1,684306.5693,20529210,0,0,20515416,27714433500,0,0,26259732480,0,0,0,0,13794,0,30.02451205,,,,,,,
474,udp1280b,decap,0,1,684306.5693,20529210,0,0,20517092,27714433500,0,0,26261877760,0,0,0,0,12118,0,30.01949286,,,,,,,
475,udp1280b,decap,0,1,570255.4745,17107661,0,0,17107661,23095342350,0,0,21897806080,0,0,0,0,0,0,30.02855802,,,,,,,
476,udp1280b,decap,0,1,627281.0219,18818404,0,0,18818404,25404845400,0,0,24087557120,0,0,0,0,0,0,30.01663494,,,,,,,
477,udp1280b,decap,0,1,655793.7956,19673765,0,0,19672312,26559582750,0,0,25180559360,0,0,0,0,1453,0,30.02351809,,,,,,,
478,udp1280b,decap,0,1,655793.7956,19673765,0,0,19673380,26559582750,0,0,25181926400,0,0,0,0,385,0,30.02245307,,,,,,,
479,udp1280b,decap,0,1,641537.4088,19246099,0,0,19245446,25982233650,0,0,24634170880,0,0,0,0,653,0,30.025208,,,,,,,
480,udp1280b,decap,0,1,641537.4088,19246099,0,0,19246099,25982233650,0,0,24635006720,0,0,0,0,0,0,30.01796699,,,,,,,
481,udp1280b,decap,0,1,648665.6022,19459924,0,0,19459924,26270897400,0,0,24908702720,0,0,0,0,0,0,30.027246,,,,,,,
482,udp1280b,decap,0,1,652229.6989,19566864,0,0,19565738,26415266400,0,0,25044144640,0,0,0,0,1126,0,30.02829695,,,,,,,
483,udp1280b,decap,0,1,652229.6989,19566864,0,0,19566004,26415266400,0,0,25044485120,0,0,0,0,860,0,30.0211401,,,,,,,
484,udp1280b,decap,0,1,650447.6505,19513432,0,0,19513432,26343133200,0,0,24977192960,0,0,0,0,0,0,30.02577901,,,,,,,
485,udp1280b,decap,0,1,651338.6747,19540158,0,0,19539428,26379213300,0,0,25010467840,0,0,0,0,730,0,30.02263498,,,,,,,
486,udp1280b,decap,0,1,651338.6747,19540158,0,0,19537460,26379213300,0,0,25007948800,0,0,0,0,2698,0,30.02197099,,,,,,,
487,udp1280b,decap,0,1,650893.1626,19526832,0,0,19526832,26361223200,0,0,24994344960,0,0,0,0,0,0,30.02930784,,,,,,,
488,udp1280b,decap,0,1,651115.9187,19533493,0,0,19533493,26370215550,0,0,25002871040,0,0,0,0,0,0,30.01876092,,,,,,,
489,udp1280b,decap,0,1,651227.2967,19536825,0,0,19536401,26374713750,0,0,25006593280,0,0,0,0,424,0,30.02466702,,,,,,,
490,udp1280b,decap,0,1,651227.2967,19536825,0,0,19536566,26374713750,0,0,25006804480,0,0,0,0,259,0,30.02435303,,,,,,,
491,udp1280b,decap,0,1,651171.6077,19535159,0,0,19535159,26372464650,0,0,25005003520,0,0,0,0,0,0,30.02109408,,,,,,,
492,udp1280b,both,0,1,912408.7591,27372280,18163123,27372280,24268699,36952578000,24520216050,35036518400,31063934720,0,0,0,0,3103581,9209157,42.72380185,,,,,,,
493,udp1280b,both,0,1,912408.7591,27372280,18571610,27372280,24794437,36952578000,25071673500,35036518400,31736879360,0,0,0,0,2577843,8800670,43.19291401,,,,,,,
494,udp1280b,both,0,1,456204.3796,13686140,13545683,13686140,13686140,18476289000,18286672050,17518259200,17518259200,0,0,0,0,0,140457,30.02058816,,,,,,,
495,udp1280b,both,0,1,456204.3796,13686140,13590271,13686140,13686140,18476289000,18346865850,17518259200,17518259200,0,0,0,0,0,95869,30.02965593,,,,,,,
496,udp1280b,both,0,1,228102.1898,6843059,6843059,6843059,6843059,9238129650,9238129650,8759115520,8759115520,0,0,0,0,0,0,30.02154517,,,,,,,
497,udp1280b,both,0,1,342153.2847,10264580,10264580,10264580,10264580,13857183000,13857183000,13138662400,13138662400,0,0,0,0,0,0,30.02534199,,,,,,,
498,udp1280b,both,0,1,399178.8321,11975338,11975338,11975338,11975338,16166706300,16166706300,15328432640,15328432640,0,0,0,0,0,0,30.02796817,,,,,,,
499,udp1280b,both,0,1,427691.6058,12830733,12830733,12830733,12830733,17321489550,17321489550,16423338240,16423338240,0,0,0,0,0,0,30.02387381,,,,,,,
500,udp1280b,both,0,1,441947.9927,13258417,13253899,13258417,13258417,17898862950,17892763650,16970773760,16970773760,0,0,0,0,0,4518,30.02165604,,,,,,,
501,udp1280b,both,0,1,441947.9927,13258417,13256174,13258417,13258417,17898862950,17895834900,16970773760,16970773760,0,0,0,0,0,2243,30.02423787,,,,,,,
502,udp1280b,both,0,1,434819.7993,13044576,13044576,13044576,13044576,17610177600,17610177600,16697057280,16697057280,0,0,0,0,0,0,30.02236319,,,,,,,
503,udp1280b,both,0,1,438383.896,13151508,13150548,13151508,13151508,17754535800,17753239800,16833930240,16833930240,0,0,0,0,0,960,30.02676201,,,,,,,
504,udp1280b,both,0,1,438383.896,13151508,13150242,13151508,13151508,17754535800,17752826700,16833930240,16833930240,0,0,0,0,0,1266,30.03038597,,,,,,,
505,udp1280b,both,0,1,436601.8476,13098032,13096408,13098032,13098032,17682343200,17680150800,16765480960,16765480960,0,0,0,0,0,1624,30.02685714,,,,,,,
506,udp1280b,both,0,1,436601.8476,13098032,13098032,13098032,13098032,17682343200,17682343200,16765480960,16765480960,0,0,0,0,0,0,30.01042295,,,,,,,
507,udp1280b,both,0,1,437492.8718,13124757,13124757,13124757,13124757,17718421950,17718421950,16799688960,16799688960,0,0,0,0,0,0,30.0340569,,,,,,,
508,udp1280b,both,0,1,437938.3839,13138140,13138140,13138140,13138140,17736489000,17736489000,16816819200,16816819200,0,0,0,0,0,0,30.02990413,,,,,,,
509,udp1280b,both,0,1,438161.1399,13144842,13144842,13144842,13144842,17745536700,17745536700,16825397760,16825397760,0,0,0,0,0,0,30.016675,,,,,,,
510,udp1280b,both,0,1,438272.518,13148153,13148153,13148153,13148153,17750006550,17750006550,16829635840,16829635840,0,0,0,0,0,0,30.01902509,,,,,,,
511,udp1280b,both,0,1,438328.207,13149830,13146900,13149830,13149830,17752270500,17748315000,16831782400,16831782400,0,0,0,0,0,2930,30.03158808,,,,,,,
512,udp1280b,both,0,1,438328.207,13149830,13149830,13149830,13149830,17752270500,17752270500,16831782400,16831782400,0,0,0,0,0,0,30.02599311,,,,,,,
513,udp1518b,encap,0,1,777363.1841,0,16091260,23320826,0,0,13371837060,35401013868,0,0,0,0,0,0,7229566,30.02695012,,,,,,,
514,udp1518b,encap,0,1,777363.1841,0,16180464,23320826,0,0,13445965584,35401013868,0,0,0,0,0,0,7140362,30.02786422,,,,,,,
515,udp1518b,encap,0,1,388681.592,0,16006764,11660446,0,0,13301620884,17700557028,0,0,0,0,0,0,-4346318,30.01911211,,,,,,,
516,udp1518b,encap,0,1,388681.592,0,16008956,11660446,0,0,13303442436,17700557028,0,0,0,0,0,0,-4348510,30.02238178,,,,,,,
517,udp1518b,encap,0,1,194340.796,0,11660398,5830199,0,0,9689790738,8850242082,0,0,0,0,0,0,-5830199,30.02532411,,,,,,,
518,udp1518b,encap,0,1,291511.194,0,16087406,8745329,0,0,13368634386,13275409422,0,0,0,0,0,0,-7342077,30.01514697,,,,,,,
519,udp1518b,encap,0,1,291511.194,0,15998344,8745329,0,0,13294623864,13275409422,0,0,0,0,0,0,-7253015,30.01861119,,,,,,,
520,udp1518b,encap,0,1,242925.995,0,14575502,7287751,0,0,12112242162,11062806018,0,0,0,0,0,0,-7287751,30.02573395,,,,,,,
521,udp1518b,encap,0,1,267218.5945,0,15956098,8016536,0,0,13259517438,12169101648,0,0,0,0,0,0,-7939562,30.01887202,,,,,,,
522,udp1518b,encap,0,1,267218.5945,0,15974954,8016536,0,0,13275186774,12169101648,0,0,0,0,0,0,-7958418,30.02392197,,,,,,,
523,udp1518b,encap,0,1,255072.2948,0,15304326,7652163,0,0,12717894906,11615983434,0,0,0,0,0,0,-7652163,30.02784085,,,,,,,
524,udp1518b,encap,0,1,261145.4447,0,15668690,7834345,0,0,13020681390,11892535710,0,0,0,0,0,0,-7834345,30.02526212,,,,,,,
525,udp1518b,encap,0,1,264182.0196,0,15850934,7925467,0,0,13172126154,12030858906,0,0,0,0,0,0,-7925467,30.02887583,,,,,,,
526,udp1518b,encap,0,1,265700.3071,0,15906910,7971003,0,0,13218642210,12099982554,0,0,0,0,0,0,-7935907,30.01723504,,,,,,,
527,udp1518b,encap,0,1,265700.3071,0,15938652,7971003,0,0,13245019812,12099982554,0,0,0,0,0,0,-7967649,30.02649188,,,,,,,
528,udp1518b,encap,0,1,264941.1633,0,15896462,7948231,0,0,13209959922,12065414658,0,0,0,0,0,0,-7948231,30.0236299,,,,,,,
529,udp1518b,encap,0,1,265320.7352,0,15905558,7959601,0,0,13217518698,12082674318,0,0,0,0,0,0,-7945957,30.02089,,,,,,,
530,udp1518b,encap,0,1,265320.7352,0,15894106,7959601,0,0,13208002086,12082674318,0,0,0,0,0,0,-7934505,30.01865387,,,,,,,
531,udp1518b,encap,0,1,265130.9493,0,15907212,7953904,0,0,13218893172,12074026272,0,0,0,0,0,0,-7953308,30.02587509,,,,,,,
532,udp1518b,encap,0,1,265130.9493,0,15907808,7953904,0,0,13219388448,12074026272,0,0,0,0,0,0,-7953904,30.01988602,,,,,,,
