no,table_name,direction,base,count,pps,dir_0_opackets,dir_0_ipackets,dir_1_opackets,dir_1_ipackets,dir_0_obytes,dir_0_ibytes,dir_1_obytes,dir_1_ibytes,dir_0_oerrors,dir_0_ierrors,dir_1_oerrors,dir_1_ierrors,lost_0,lost_1,elapsed,,,,,,,
165,udp128b,encap,0,1,358371.5596,0,10751138,10751138,0,0,2128725324,1376145664,0,0,0,0,0,0,0,30.031106,,,,,,,
166,udp128b,encap,0,1,537557.3395,0,16098547,16126727,0,0,3187512306,2064221056,0,0,0,0,0,0,28180,30.01935506,,,,,,,
167,udp128b,encap,0,1,537557.3395,0,16066714,16126727,0,0,3181209372,2064221056,0,0,0,0,0,0,60013,30.02006888,,,,,,,
168,udp128b,encap,0,1,447964.4495,0,13438922,13438922,0,0,2660906556,1720182016,0,0,0,0,0,0,0,30.020684,,,,,,,
169,udp128b,encap,0,1,492760.8945,0,14782780,14782780,0,0,2926990440,1892195840,0,0,0,0,0,0,0,30.01996803,,,,,,,
170,udp128b,encap,0,1,515159.117,0,15454793,15454793,0,0,3060049014,1978213504,0,0,0,0,0,0,0,30.02425814,,,,,,,
171,udp128b,encap,0,1,526358.2282,0,15774773,15790745,0,0,3123405054,2021215360,0,0,0,0,0,0,15972,30.02575207,,,,,,,
172,udp128b,encap,0,1,526358.2282,0,15790745,15790745,0,0,3126567510,2021215360,0,0,0,0,0,0,0,30.02326107,,,,,,,
173,udp128b,encap,0,1,531957.7838,0,15958697,15958697,0,0,3159822006,2042713216,0,0,0,0,0,0,0,30.02217388,,,,,,,
174,udp128b,encap,0,1,534757.5616,0,16042709,16042709,0,0,3176456382,2053466752,0,0,0,0,0,0,0,30.017555,,,,,,,
175,udp128b,encap,0,1,536157.4505,0,16084703,16084703,0,0,3184771194,2058841984,0,0,0,0,0,0,0,30.00802493,,,,,,,
176,udp128b,encap,0,1,536857.395,0,16105687,16105687,0,0,3188926026,2061527936,0,0,0,0,0,0,0,30.019346,,,,,,,
177,udp128b,encap,0,1,537207.3672,0,16108339,16116200,0,0,3189451122,2062873600,0,0,0,0,0,0,7861,30.02810502,,,,,,,
178,udp128b,encap,0,1,537207.3672,0,16031442,16116200,0,0,3174225516,2062873600,0,0,0,0,0,0,84758,30.017097,,,,,,,
179,udp128b,decap,0,1,5733944.954,172020886,0,0,20387063,34060135428,0,0,2609544064,0,0,0,0,151633823,0,30.02425504,,,,,,,
180,udp128b,decap,0,1,5733944.954,172020886,0,0,20375460,34060135428,0,0,2608058880,0,0,0,0,151645426,0,30.02628303,,,,,,,
181,udp128b,decap,0,1,2866972.477,86008649,0,0,20351894,17029712502,0,0,2605042432,0,0,0,0,65656755,0,30.02978277,,,,,,,
182,udp128b,decap,0,1,2866972.477,86008649,0,0,20357874,17029712502,0,0,2605807872,0,0,0,0,65650775,0,30.0292809,,,,,,,
183,udp128b,decap,0,1,1433486.239,43004773,0,0,20370781,8514945054,0,0,2607459968,0,0,0,0,22633992,0,30.02680898,,,,,,,
184,udp128b,decap,0,1,1433486.239,43004773,0,0,20461478,8514945054,0,0,2619069184,0,0,0,0,22543295,0,30.02123284,,,,,,,
185,udp128b,decap,0,1,716743.1193,21502275,0,0,20598086,4257450450,0,0,2636555008,0,0,0,0,904189,0,30.02773094,,,,,,,
186,udp128b,decap,0,1,716743.1193,21502275,0,0,20507044,4257450450,0,0,2624901632,0,0,0,0,995231,0,30.02081895,,,,,,,
187,udp128b,decap,0,1,358371.5596,10751138,0,0,10751138,2128725324,0,0,1376145664,0,0,0,0,0,0,30.03101802,,,,,,,
188,udp128b,decap,0,1,537557.3395,16126727,0,0,16126727,3193091946,0,0,2064221056,0,0,0,0,0,0,30.02463388,,,,,,,
189,udp128b,decap,0,1,627150.2294,18814540,0,0,18814540,3725278920,0,0,2408261120,0,0,0,0,0,0,30.0268259,,,,,,,
190,udp128b,decap,0,1,671946.6743,20158350,0,0,20156989,3991353300,0,0,2580094592,0,0,0,0,1361,0,30.0174849,,,,,,,
191,udp128b,decap,0,1,671946.6743,20158350,0,0,20158350,3991353300,0,0,2580268800,0,0,0,0,0,0,30.02798104,,,,,,,
192,udp128b,decap,0,1,694344.8968,20830291,0,0,20418801,4124397618,0,0,2613606528,0,0,0,0,411490,0,30.02678299,,,,,,,
193,udp128b,decap,0,1,694344.8968,20830291,0,0,20377172,4124397618,0,0,2608278016,0,0,0,0,453119,0,30.01939487,,,,,,,
194,udp128b,decap,0,1,683145.7856,20494312,0,0,20459780,4057873776,0,0,2618851840,0,0,0,0,34532,0,30.02549386,,,,,,,
195,udp128b,decap,0,1,683145.7856,20494312,0,0,20384201,4057873776,0,0,2609177728,0,0,0,0,110111,0,30.01595593,,,,,,,
196,udp128b,decap,0,1,677546.2299,20326396,0,0,20326396,4024626408,0,0,2601778688,0,0,0,0,0,0,30.02346683,,,,,,,
197,udp128b,decap,0,1,680346.0077,20410413,0,0,20334530,4041261774,0,0,2602819840,0,0,0,0,75883,0,30.024611,,,,,,,
198,udp128b,decap,0,1,680346.0077,20410413,0,0,20353781,4041261774,0,0,2605283968,0,0,0,0,56632,0,30.02627611,,,,,,,
199,udp128b,decap,0,1,678946.1188,20368368,0,0,20366090,4032936864,0,0,2606859520,0,0,0,0,2278,0,30.02249289,,,,,,,
200,udp128b,decap,0,1,678946.1188,20368368,0,0,20366912,4032936864,0,0,2606964736,0,0,0,0,1456,0,30.02287889,,,,,,,
201,udp128b,decap,0,1,678246.1744,20347360,0,0,20347360,4028777280,0,0,2604462080,0,0,0,0,0,0,30.027349,,,,,,,
202,udp128b,decap,0,1,678596.1466,20357909,0,0,20357909,4030865982,0,0,2605812352,0,0,0,0,0,0,30.03010798,,,,,,,
203,udp128b,both,0,1,5733944.954,172020886,16868980,172020886,22533295,34060135428,3340058040,22018673408,2884261760,0,0,0,0,149487591,155151906,39.47907805,,,,,,,
204,udp128b,both,0,1,5733944.954,172020886,16923876,172020886,22556536,34060135428,3350927448,22018673408,2887236608,0,0,0,0,149464350,155097010,39.47738481,,,,,,,
205,udp128b,both,0,1,2866972.477,86008649,12790041,86008649,17329028,17029712502,2532428118,11009107072,2218115584,0,0,0,0,68679621,73218608,30.02740002,,,,,,,
206,udp128b,both,0,1,2866972.477,86008649,12700303,86008649,17400500,17029712502,2514659994,11009107072,2227264000,0,0,0,0,68608149,73308346,30.02201104,,,,,,,
207,udp128b,both,0,1,1433486.239,43004773,12710884,43004773,17073588,8514945054,2516755032,5504610944,2185419264,0,0,0,0,25931185,30293889,30.02598,,,,,,,
208,udp128b,both,0,1,1433486.239,43004773,13000724,43004773,17369949,8514945054,2574143352,5504610944,2223353472,0,0,0,0,25634824,30004049,30.02770686,,,,,,,
209,udp128b,both,0,1,716743.1193,21502275,12839172,21502275,17175547,4257450450,2542156056,2752291200,2198470016,0,0,0,0,4326728,8663103,30.02874017,,,,,,,
210,udp128b,both,0,1,716743.1193,21502275,12764417,21502275,17381681,4257450450,2527354566,2752291200,2224855168,0,0,0,0,4120594,8737858,30.02368498,,,,,,,
211,udp128b,both,0,1,358371.5596,10751138,10751138,10751138,10751138,2128725324,2128725324,1376145664,1376145664,0,0,0,0,0,0,30.03139901,,,,,,,
212,udp128b,both,0,1,537557.3395,16126727,12853586,16126727,16126727,3193091946,2545010028,2064221056,2064221056,0,0,0,0,0,3273141,30.02761102,,,,,,,
213,udp128b,both,0,1,537557.3395,16126727,12995812,16126727,16126727,3193091946,2573170776,2064221056,2064221056,0,0,0,0,0,3130915,30.02247405,,,,,,,
214,udp128b,both,0,1,447964.4495,13438922,13437535,13438922,13438922,2660906556,2660631930,1720182016,1720182016,0,0,0,0,0,1387,30.01947689,,,,,,,
215,udp128b,both,0,1,447964.4495,13438922,13436401,13438922,13438922,2660906556,2660407398,1720182016,1720182016,0,0,0,0,0,2521,30.02696204,,,,,,,
216,udp128b,both,0,1,403168.0046,12095057,12095057,12095057,12095057,2394821286,2394821286,1548167296,1548167296,0,0,0,0,0,0,30.02512407,,,,,,,
217,udp128b,both,0,1,425566.2271,12766968,12766968,12766968,12766968,2527859664,2527859664,1634171904,1634171904,0,0,0,0,0,0,30.02413201,,,,,,,
218,udp128b,both,0,1,436765.3383,13102944,13102944,13102944,13102944,2594382912,2594382912,1677176832,1677176832,0,0,0,0,0,0,30.01651812,,,,,,,
219,udp128b,both,0,1,442364.8939,13270920,13270920,13270920,13270920,2627642160,2627642160,1698677760,1698677760,0,0,0,0,0,0,30.02160907,,,,,,,
220,udp128b,both,0,1,445164.6717,13354912,13354494,13354912,13354912,2644272576,2644189812,1709428736,1709428736,0,0,0,0,0,418,30.01960707,,,,,,,
221,udp128b,both,0,1,445164.6717,13354912,13354912,13354912,13354912,2644272576,2644272576,1709428736,1709428736,0,0,0,0,0,0,30.02804589,,,,,,,
222,udp128b,both,0,1,446564.5606,13396916,13396916,13396916,13396916,2652589368,2652589368,1714805248,1714805248,0,0,0,0,0,0,30.01487994,,,,,,,
223,udp128b,both,0,1,447264.5051,13417930,13417930,13417930,13417930,2656750140,2656750140,1717495040,1717495040,0,0,0,0,0,0,30.01341796,,,,,,,
224,udp128b,both,0,1,447614.4773,13428418,13428418,13428418,13428418,2658826764,2658826764,1718837504,1718837504,0,0,0,0,0,0,30.03242803,,,,,,,
225,udp256b,encap,0,1,3612716.763,0,16113886,108381795,0,0,5253126836,27745739520,0,0,0,0,0,0,92267909,30.02718019,,,,,,,
226,udp256b,encap,0,1,3612716.763,0,16352372,108381795,0,0,5330873272,27745739520,0,0,0,0,0,0,92029423,30.02021503,,,,,,,
227,udp256b,encap,0,1,1806358.382,0,16378324,54190898,0,0,5339333624,13872869888,0,0,0,0,0,0,37812574,30.01522493,,,,,,,
228,udp256b,encap,0,1,1806358.382,0,16189512,54190898,0,0,5277780912,13872869888,0,0,0,0,0,0,38001386,30.01323795,,,,,,,
229,udp256b,encap,0,1,903179.1908,0,16283808,27095449,0,0,5308521408,6936434944,0,0,0,0,0,0,10811641,30.0232079,,,,,,,
230,udp256b,encap,0,1,903179.1908,0,16309108,27095449,0,0,5316769208,6936434944,0,0,0,0,0,0,10786341,30.02105308,,,,,,,
231,udp256b,encap,0,1,451589.5954,0,13547680,13547680,0,0,4416543680,3468206080,0,0,0,0,0,0,0,30.02467108,,,,,,,
232,udp256b,encap,0,1,677384.3931,0,16357912,20321487,0,0,5332679312,5202300672,0,0,0,0,0,0,3963575,30.01530194,,,,,,,
233,udp256b,encap,0,1,677384.3931,0,16316564,20321487,0,0,5319199864,5202300672,0,0,0,0,0,0,4004923,30.01911497,,,,,,,
234,udp256b,encap,0,1,564486.9942,0,16287252,16934600,0,0,5309644152,4335257600,0,0,0,0,0,0,647348,30.02260613,,,,,,,
235,udp256b,encap,0,1,564486.9942,0,16310520,16934600,0,0,5317229520,4335257600,0,0,0,0,0,0,624080,30.02319217,,,,,,,
236,udp256b,encap,0,1,508038.2948,0,15241134,15241134,0,0,4968609684,3901730304,0,0,0,0,0,0,0,30.02745199,,,,,,,
237,udp256b,encap,0,1,536262.6445,0,16083055,16087841,0,0,5243075930,4118487296,0,0,0,0,0,0,4786,30.02534413,,,,,,,
238,udp256b,encap,0,1,536262.6445,0,16069684,16087841,0,0,5238716984,4118487296,0,0,0,0,0,0,18157,30.01787686,,,,,,,
239,udp256b,encap,0,1,522150.4697,0,15664523,15664523,0,0,5106634498,4010117888,0,0,0,0,0,0,0,30.02117109,,,,,,,
240,udp256b,encap,0,1,529206.5571,0,15876171,15876171,0,0,5175631746,4064299776,0,0,0,0,0,0,0,30.03173399,,,,,,,
241,udp256b,encap,0,1,532734.6008,0,15980382,15982018,0,0,5209604532,4091396608,0,0,0,0,0,0,1636,30.0180521,,,,,,,
242,udp256b,encap,0,1,532734.6008,0,15982018,15982018,0,0,5210137868,4091396608,0,0,0,0,0,0,0,30.03167009,,,,,,,
243,udp256b,encap,0,1,534498.6227,0,16034910,16034910,0,0,5227380660,4104936960,0,0,0,0,0,0,0,30.01929498,,,,,,,
244,udp256b,encap,0,1,535380.6336,0,16061394,16061394,0,0,5236014444,4111716864,0,0,0,0,0,0,0,30.02593517,,,,,,,
245,udp256b,encap,0,1,535821.639,0,16074607,16074607,0,0,5240321882,4115099392,0,0,0,0,0,0,0,30.02853298,,,,,,,
246,udp256b,encap,0,1,536042.1418,0,16070914,16081252,0,0,5239117964,4116800512,0,0,0,0,0,0,10338,30.01801491,,,,,,,
247,udp256b,encap,0,1,536042.1418,0,16080491,16081252,0,0,5242240066,4116800512,0,0,0,0,0,0,761,30.02751708,,,,,,,
248,udp256b,decap,0,1,3612716.763,108381795,0,0,20437598,35332465170,0,0,5232025088,0,0,0,0,87944197,0,30.01418996,,,,,,,
249,udp256b,decap,0,1,3612716.763,108381795,0,0,20309479,35332465170,0,0,5199226624,0,0,0,0,88072316,0,30.02439189,,,,,,,
250,udp256b,decap,0,1,1806358.382,54190898,0,0,20465316,17666232748,0,0,5239120896,0,0,0,0,33725582,0,30.02286696,,,,,,,
251,udp256b,decap,0,1,1806358.382,54190898,0,0,20391268,17666232748,0,0,5220164608,0,0,0,0,33799630,0,30.024472,,,,,,,
252,udp256b,decap,0,1,903179.1908,27095449,0,0,20422628,8833116374,0,0,5228192768,0,0,0,0,6672821,0,30.02634788,,,,,,,
253,udp256b,decap,0,1,903179.1908,27095449,0,0,20381987,8833116374,0,0,5217788672,0,0,0,0,6713462,0,30.01975894,,,,,,,
254,udp256b,decap,0,1,451589.5954,13547680,0,0,13547680,4416543680,0,0,3468206080,0,0,0,0,0,0,30.02497196,,,,,,,
255,udp256b,decap,0,1,677384.3931,20321487,0,0,20317625,6624804762,0,0,5201312000,0,0,0,0,3862,0,30.01757002,,,,,,,
256,udp256b,decap,0,1,677384.3931,20321487,0,0,20320995,6624804762,0,0,5202174720,0,0,0,0,492,0,30.022753,,,,,,,
257,udp256b,decap,0,1,564486.9942,16934600,0,0,16934600,5520679600,0,0,4335257600,0,0,0,0,0,0,30.02797318,,,,,,,
258,udp256b,decap,0,1,620935.6936,18628045,0,0,18628045,6072742670,0,0,4768779520,0,0,0,0,0,0,30.0271821,,,,,,,
259,udp256b,decap,0,1,649160.0434,19474814,0,0,19474814,6348789364,0,0,4985552384,0,0,0,0,0,0,30.0196321,,,,,,,
260,udp256b,decap,0,1,663272.2182,19898118,0,0,19898118,6486786468,0,0,5093918208,0,0,0,0,0,0,30.02750206,,,,,,,
261,udp256b,decap,0,1,670328.3056,20109879,0,0,20108317,6555820554,0,0,5147729152,0,0,0,0,1562,0,30.02576804,,,,,,,
262,udp256b,decap,0,1,670328.3056,20109879,0,0,20109879,6555820554,0,0,5148129024,0,0,0,0,0,0,30.02451491,,,,,,,
263,udp256b,decap,0,1,673856.3494,20215674,0,0,20214065,6590309724,0,0,5174800640,0,0,0,0,1609,0,30.02693701,,,,,,,
264,udp256b,decap,0,1,673856.3494,20215674,0,0,20215674,6590309724,0,0,5175212544,0,0,0,0,0,0,30.02107,,,,,,,
265,udp256b,decap,0,1,675620.3712,20268642,0,0,20268642,6607577292,0,0,5188772352,0,0,0,0,0,0,30.02024913,,,,,,,
266,udp256b,decap,0,1,676502.3821,20295080,0,0,20294223,6616196080,0,0,5195321088,0,0,0,0,857,0,30.01732206,,,,,,,
267,udp256b,decap,0,1,676502.3821,20295080,0,0,20294945,6616196080,0,0,5195505920,0,0,0,0,135,0,30.02589297,,,,,,,
268,udp256b,decap,0,1,676061.3767,20281802,0,0,20281802,6611867452,0,0,5192141312,0,0,0,0,0,0,30.02562308,,,,,,,
269,udp256b,decap,0,1,676281.8794,20288389,0,0,20288270,6614014814,0,0,5193797120,0,0,0,0,119,0,30.02466583,,,,,,,
270,udp256b,decap,0,1,676281.8794,20288389,0,0,20288389,6614014814,0,0,5193827584,0,0,0,0,0,0,30.02317905,,,,,,,
271,udp256b,both,0,1,3612716.763,108381795,17053209,108381795,22930470,35332465170,5559346134,27745739520,5870200320,0,0,0,0,85451325,91328586,40.13199496,,,,,,,
272,udp256b,both,0,1,3612716.763,108381795,16875140,108381795,22891940,35332465170,5501295640,27745739520,5860336640,0,0,0,0,85489855,91506655,40.12090182,,,,,,,
273,udp256b,both,0,1,1806358.382,54190898,12771668,54190898,17374627,17666232748,4163563768,13872869888,4447904512,0,0,0,0,36816271,41419230,30.01514697,,,,,,,
274,udp256b,both,0,1,1806358.382,54190898,12904116,54190898,17176229,17666232748,4206741816,13872869888,4397114624,0,0,0,0,37014669,41286782,30.02689886,,,,,,,
275,udp256b,both,0,1,903179.1908,27095449,12853556,27095449,17375492,8833116374,4190259256,6936434944,4448125952,0,0,0,0,9719957,14241893,30.02355003,,,,,,,
276,udp256b,both,0,1,903179.1908,27095449,12871044,27095449,17125348,8833116374,4195960344,6936434944,4384089088,0,0,0,0,9970101,14224405,30.03006411,,,,,,,
277,udp256b,both,0,1,451589.5954,13547680,13541131,13547680,13547680,4416543680,4414408706,3468206080,3468206080,0,0,0,0,0,6549,30.01941895,,,,,,,
278,udp256b,both,0,1,451589.5954,13547680,13543154,13547680,13547680,4416543680,4415068204,3468206080,3468206080,0,0,0,0,0,4526,30.02784491,,,,,,,
279,udp256b,both,0,1,225794.7977,6773818,6773818,6773818,6773818,2208264668,2208264668,1734097408,1734097408,0,0,0,0,0,0,30.01205802,,,,,,,
280,udp256b,both,0,1,338692.1965,10160769,10160769,10160769,10160769,3312410694,3312410694,2601156864,2601156864,0,0,0,0,0,0,30.01570892,,,,,,,
281,udp256b,both,0,1,395140.896,11854215,11854215,11854215,11854215,3864474090,3864474090,3034679040,3034679040,0,0,0,0,0,0,30.02690005,,,,,,,
282,udp256b,both,0,1,423365.2457,12700937,12700937,12700937,12700937,4140505462,4140505462,3251439872,3251439872,0,0,0,0,0,0,30.02559185,,,,,,,
283,udp256b,both,0,1,437477.4205,13124298,13124298,13124298,13124298,4278521148,4278521148,3359820288,3359820288,0,0,0,0,0,0,30.0279901,,,,,,,
284,udp256b,both,0,1,444533.5079,13335992,13335992,13335992,13335992,4347533392,4347533392,3414013952,3414013952,0,0,0,0,0,0,30.03428793,,,,,,,
285,udp256b,both,0,1,448061.5517,13441814,13438538,13441814,13441814,4382031364,4380963388,3441104384,3441104384,0,0,0,0,0,3276,30.02499104,,,,,,,
286,udp256b,both,0,1,448061.5517,13441814,13441814,13441814,13441814,4382031364,4382031364,3441104384,3441104384,0,0,0,0,0,0,30.02231789,,,,,,,
287,udp256b,both,0,1,449825.5735,13494738,13492374,13494738,13494738,4399284588,4398513924,3454652928,3454652928,0,0,0,0,0,2364,30.027318,,,,,,,
288,udp256b,both,0,1,449825.5735,13494738,13488874,13494738,13494738,4399284588,4397372924,3454652928,3454652928,0,0,0,0,0,5864,30.02731514,,,,,,,
289,udp256b,both,0,1,448943.5626,13468290,13468159,13468290,13468290,4390662540,4390619834,3447882240,3447882240,0,0,0,0,0,131,30.01718497,,,,,,,
290,udp256b,both,0,1,448943.5626,13468290,13466291,13468290,13468290,4390662540,4390010866,3447882240,3447882240,0,0,0,0,0,1999,30.02617002,,,,,,,
291,udp256b,both,0,1,448502.5571,13455061,13454837,13455061,13455061,4386349886,4386276862,3444495616,3444495616,0,0,0,0,0,224,30.03214502,,,,,,,
292,udp256b,both,0,1,448502.5571,13455061,13455061,13455061,13455061,4386349886,4386349886,3444495616,3444495616,0,0,0,0,0,0,30.0231781,,,,,,,
293,udp256b,both,0,1,448723.0599,13461694,13458713,13461694,13461694,4388512244,4387540438,3446193664,3446193664,0,0,0,0,0,2981,30.02751398,,,,,,,
294,udp256b,both,0,1,448723.0599,13461694,13456630,13461694,13461694,4388512244,4386861380,3446193664,3446193664,0,0,0,0,0,5064,30.03285909,,,,,,,
295,udp512b,encap,0,1,2076411.96,0,16438218,62291983,0,0,9567042876,31893495296,0,0,0,0,0,0,45853765,30.02451301,,,,,,,
296,udp512b,encap,0,1,2076411.96,0,16396324,62291983,0,0,9542660568,31893495296,0,0,0,0,0,0,45895659,30.0241909,,,,,,,
297,udp512b,encap,0,1,1038205.98,0,16138420,31146227,0,0,9392560440,15946868224,0,0,0,0,0,0,15007807,30.01698804,,,,,,,
298,udp512b,encap,0,1,1038205.98,0,16352852,31146227,0,0,9517359864,15946868224,0,0,0,0,0,0,14793375,30.02404904,,,,,,,
299,udp512b,encap,0,1,519102.99,0,15573055,15573055,0,0,9063518010,7973404160,0,0,0,0,0,0,0,30.02425504,,,,,,,
300,udp512b,encap,0,1,778654.4851,0,16359199,23359670,0,0,9521053818,11960151040,0,0,0,0,0,0,7000471,30.02976704,,,,,,,
301,udp512b,encap,0,1,778654.4851,0,16128238,23359670,0,0,9386634516,11960151040,0,0,0,0,0,0,7231432,30.02459693,,,,,,,
302,udp512b,encap,0,1,648878.7375,0,16037972,19466355,0,0,9334099704,9966773760,0,0,0,0,0,0,3428383,30.022367,,,,,,,
303,udp512b,encap,0,1,648878.7375,0,16332969,19466355,0,0,9505787958,9966773760,0,0,0,0,0,0,3133386,30.01845098,,,,,,,
304,udp512b,encap,0,1,583990.8638,0,16291503,17519678,0,0,9481654746,8970075136,0,0,0,0,0,0,1228175,30.02977395,,,,,,,
305,udp512b,encap,0,1,583990.8638,0,16086668,17519678,0,0,9362440776,8970075136,0,0,0,0,0,0,1433010,30.02287412,,,,,,,
306,udp512b,encap,0,1,551546.9269,0,16058268,16546351,0,0,9345911976,8471731712,0,0,0,0,0,0,488083,30.01769185,,,,,,,
307,udp512b,encap,0,1,551546.9269,0,16211946,16546351,0,0,9435352572,8471731712,0,0,0,0,0,0,334405,30.011307,,,,,,,
308,udp512b,encap,0,1,535324.9585,0,16059705,16059705,0,0,9346748310,8222568960,0,0,0,0,0,0,0,30.02680397,,,,,,,
309,udp512b,encap,0,1,543435.9427,0,16287944,16303038,0,0,9479583408,8347155456,0,0,0,0,0,0,15094,30.02745295,,,,,,,
310,udp512b,encap,0,1,543435.9427,0,16224085,16303038,0,0,9442417470,8347155456,0,0,0,0,0,0,78953,30.01613903,,,,,,,
311,udp512b,encap,0,1,539380.4506,0,16010852,16181409,0,0,9318315864,8284881408,0,0,0,0,0,0,170557,30.00853705,,,,,,,
312,udp512b,encap,0,1,539380.4506,0,16027039,16181409,0,0,9327736698,8284881408,0,0,0,0,0,0,154370,30.025249,,,,,,,
313,udp512b,encap,0,1,537352.7045,0,16120246,16120548,0,0,9381983172,8253720576,0,0,0,0,0,0,302,30.0250001,,,,,,,
314,udp512b,encap,0,1,537352.7045,0,16048675,16120548,0,0,9340328850,8253720576,0,0,0,0,0,0,71873,30.00843096,,,,,,,
315,udp512b,encap,0,1,536338.8315,0,15995400,16090163,0,0,9309322800,8238163456,0,0,0,0,0,0,94763,30.01488018,,,,,,,
316,udp512b,encap,0,1,536338.8315,0,16059567,16090163,0,0,9346667994,8238163456,0,0,0,0,0,0,30596,30.02693892,,,,,,,
317,udp512b,encap,0,1,535831.895,0,16052271,16074920,0,0,9342421722,8230359040,0,0,0,0,0,0,22649,30.02501702,,,,,,,
318,udp512b,encap,0,1,535831.895,0,16050934,16074920,0,0,9341643588,8230359040,0,0,0,0,0,0,23986,30.02439094,,,,,,,
319,udp512b,encap,0,1,535578.4267,0,16067340,16067340,0,0,9351191880,8226478080,0,0,0,0,0,0,0,30.01681018,,,,,,,
320,udp512b,encap,0,1,535705.1609,0,16071161,16071161,0,0,9353415702,8228434432,0,0,0,0,0,0,0,30.01827884,,,,,,,
321,udp512b,decap,0,1,2076411.96,62291983,0,0,20461695,36253934106,0,0,10476387840,0,0,0,0,41830288,0,30.01763606,,,,,,,
322,udp512b,decap,0,1,2076411.96,62291983,0,0,20415684,36253934106,0,0,10452830208,0,0,0,0,41876299,0,30.02417302,,,,,,,
323,udp512b,decap,0,1,1038205.98,31146227,0,0,20439837,18127104114,0,0,10465196544,0,0,0,0,10706390,0,30.0174129,,,,,,,
324,udp512b,decap,0,1,1038205.98,31146227,0,0,20462377,18127104114,0,0,10476737024,0,0,0,0,10683850,0,30.01708198,,,,,,,
325,udp512b,decap,0,1,519102.99,15573055,0,0,15573055,9063518010,0,0,7973404160,0,0,0,0,0,0,30.01627612,,,,,,,
326,udp512b,decap,0,1,778654.4851,23359670,0,0,20548453,13595327940,0,0,10520807936,0,0,0,0,2811217,0,30.02245402,,,,,,,
327,udp512b,decap,0,1,778654.4851,23359670,0,0,20512506,13595327940,0,0,10502403072,0,0,0,0,2847164,0,30.02425885,,,,,,,
328,udp512b,decap,0,1,648878.7375,19466355,0,0,19465930,11329418610,0,0,9966556160,0,0,0,0,425,0,30.02533197,,,,,,,
329,udp512b,decap,0,1,648878.7375,19466355,0,0,19466355,11329418610,0,0,9966773760,0,0,0,0,0,0,30.01291299,,,,,,,
330,udp512b,decap,0,1,713766.6113,21412940,0,0,20458665,12462331080,0,0,10474836480,0,0,0,0,954275,0,30.01777101,,,,,,,
331,udp512b,decap,0,1,713766.6113,21412940,0,0,20467428,12462331080,0,0,10479323136,0,0,0,0,945512,0,30.02666402,,,,,,,
332,udp512b,decap,0,1,681322.6744,20439654,0,0,20430987,11895878628,0,0,10460665344,0,0,0,0,8667,0,30.01808596,,,,,,,
333,udp512b,decap,0,1,681322.6744,20439654,0,0,20435014,11895878628,0,0,10462727168,0,0,0,0,4640,0,30.02229095,,,,,,,
334,udp512b,decap,0,1,665100.706,19953005,0,0,19950189,11612648910,0,0,10214496768,0,0,0,0,2816,0,30.02575207,,,,,,,
335,udp512b,decap,0,1,665100.706,19953005,0,0,19952435,11612648910,0,0,10215646720,0,0,0,0,570,0,30.02337694,,,,,,,
336,udp512b,decap,0,1,656989.7218,19709691,0,0,19709203,11471040162,0,0,10091111936,0,0,0,0,488,0,30.02586198,,,,,,,
337,udp512b,decap,0,1,656989.7218,19709691,0,0,19708958,11471040162,0,0,10090986496,0,0,0,0,733,0,30.02082109,,,,,,,
338,udp512b,decap,0,1,652934.2297,19588058,0,0,19588058,11400249756,0,0,10029085696,0,0,0,0,0,0,30.02353096,,,,,,,
339,udp512b,decap,0,1,654961.9757,19648827,0,0,19648827,11435617314,0,0,10060199424,0,0,0,0,0,0,30.02735209,,,,,,,
340,udp512b,decap,0,1,655975.8487,19679211,0,0,19678537,11453300802,0,0,10075410944,0,0,0,0,674,0,30.01079488,,,,,,,
341,udp512b,decap,0,1,655975.8487,19679211,0,0,19678944,11453300802,0,0,10075619328,0,0,0,0,267,0,30.02471495,,,,,,,
342,udp512b,decap,0,1,655468.9122,19664007,0,0,19664007,11444452074,0,0,10067971584,0,0,0,0,0,0,30.02439785,,,,,,,
343,udp512b,decap,0,1,655722.3805,19671700,0,0,19671653,11448929400,0,0,10071886336,0,0,0,0,47,0,30.02795196,,,,,,,
344,udp512b,decap,0,1,655722.3805,19671700,0,0,19671700,11448929400,0,0,10071910400,0,0,0,0,0,0,30.02975917,,,,,,,
345,udp512b,decap,0,1,655849.1146,19675455,0,0,19675455,11451114810,0,0,10073832960,0,0,0,0,0,0,30.02538896,,,,,,,
346,udp512b,both,0,1,2076411.96,62291983,17855475,62291983,23656067,36253934106,10391886450,31893495296,12111906304,0,0,0,0,38635916,44436508,41.65922999,,,,,,,
347,udp512b,both,0,1,2076411.96,62291983,17889076,62291983,23714372,36253934106,10411442232,31893495296,12141758464,0,0,0,0,38577611,44402907,41.6618619,,,,,,,
348,udp512b,both,0,1,1038205.98,31146227,12653524,31146227,17185220,18127104114,7364350968,15946868224,8798832640,0,0,0,0,13961007,18492703,30.03482413,,,,,,,
349,udp512b,both,0,1,1038205.98,31146227,12659652,31146227,17079916,18127104114,7367917464,15946868224,8744916992,0,0,0,0,14066311,18486575,30.02492189,,,,,,,
350,udp512b,both,0,1,519102.99,15573055,12977492,15573055,15573055,9063518010,7552900344,7973404160,7973404160,0,0,0,0,0,2595563,30.02687716,,,,,,,
